anon_id,gender,birth_year,native_language,language_used_at_home,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,course_history,yrs_of_english_learning,yrs_in_english_environment,age
fn8,Male,1977,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,415;416;417;418;419;475;476;477;478;479,more than 5 years,3-5 years,31
dv1,Male,1981,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,415;416;417;418;419;489;490;491;492;493;533;534;537;580;581;589,none,none,27
do3,Male,1988,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,415;419;426;427;428;480;484;501;502;503,more than 5 years,3-5 years,19
dn2,Male,1988,Arabic,Arabic;English,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays,,,no,,,,no,,415;419;426;427;428;485;489;496;498;506,1-2 years,1-2 years,19
fr1,Female,1985,Turkish,Turkish;English,English,1-2 years,no,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,,,no,,,,no,,416;419;489;491,1-2 years,1-2 years,23
ex9,Male,1972,Arabic,Arabic;English,English,less than 1 year,no,Studied by myself,,,no,,,,no,,410;421;450;451;452;475;477;478;479;496,less than 1 year,less than 1 year,36
dw0,Male,1984,Arabic,Arabic;English,Arabic,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in Arabic;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,323;324;325;326;416;417;418;425;429;463;484;485;486;487;524;526;527;538;540,1-2 years,1-2 years,25
el0,Male,1977,Arabic,Arabic,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,410;421;450;451;452,less than 1 year,3-5 years,31
ay3,Female,1978,Japanese,Japanese,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,415;416;450;451;452;462;463;485;486;489;520;521;522;533;534;594;632;633;634;635;636,less than 1 year,less than 1 year,30
bz2,Female,1989,Chinese,Chinese;Taiwanese,English,3-5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,415;426;450;451;452;480;482;483;484;505;534;535;536;537,more than 5 years,none,19
aj7,Male,1976,Spanish,Spanish,English,less than 1 year,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),,,no,,,,no,,415;416;450;451;452,less than 1 year,less than 1 year,32
bc0,Female,1974,Korean,Korean,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,3-5 years,yes,Studied grammar;Studied vocabulary;Practiced reading aloud,,,no,,411;417;418;452;481;482;494,more than 5 years,more than 5 years,34
ed3,Male,1966,Arabic,Arabic,French,less than 1 year,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Teacher corrected my mistakes,,,no,,,,no,,415;426;450;451;452;487;488;489;490;505;533;534;537,less than 1 year,less than 1 year,41
af3,Female,1977,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,415;416;450;451;452;490;491;492;493;494;533;534;537;543;544,less than 1 year,less than 1 year,31
gz0,Female,1988,Korean,Korean,,,,,,,,,,,,,410;411;450;451;452,more than 5 years,none,20
fx8,Male,1982,Arabic,Arabic,English,more than 5 years,yes,Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,no,,,,no,,410;419;421;422;423;480;484;501;502;503,more than 5 years,more than 5 years,27
ce3,Female,1980,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud,French,1-2 years,no,Studied by myself,,,no,,476;479;502;503;537;538;539;580;581;584,more than 5 years,more than 5 years,28
dk9,Female,1987,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,435;436;437;438;439;495;501;502;503;504;543,more than 5 years,less than 1 year,21
gd7,Male,1984,Arabic,Arabic,English,less than 1 year,no,other,,,no,,,,no,,426;434;445;447;448;500;501;502;503;504;581,less than 1 year,less than 1 year,24
cm1,Female,1989,Other,Slovak,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,3-5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,497;498,more than 5 years,less than 1 year,19
em7,Male,1981,Turkish,Turkish,English,less than 1 year,no,Studied by myself,,,no,,,,no,,435;436;437;438;439;489;490;497;498;505;574;585;586;587;588,less than 1 year,less than 1 year,27
fl0,Male,1977,Korean,Korean,Japanese,less than 1 year,yes,Studied grammar;Studied vocabulary,,,no,,,,no,,435;436;437;438;439;495;496;497;498;499,more than 5 years,none,31
gw4,Female,1975,Arabic,Arabic,English,3-5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,,,no,,,,no,,495;496;497;498;499,3-5 years,more than 5 years,33
as0,Female,1984,Korean,Korean,Japanese,1-2 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,less than 1 year,no,Studied by myself,,,no,,411;412;413;420;424;481;482;483;500;504,more than 5 years,less than 1 year,24
fm4,Male,1983,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,,,no,,,,no,,475;482;483;491;494;538;539;540;541;542,1-2 years,1-2 years,25
ea6,Female,1979,Japanese,Japanese;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,German,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes,,,no,,482;483,more than 5 years,1-2 years,29
fu5,Male,1990,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,480;481;482;483;484,more than 5 years,less than 1 year,18
db8,Male,1981,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,480;481;482;483;484;533;534;535;536;537;585;586;587;588;589,less than 1 year,3-5 years,28
fn5,Male,1989,Arabic,Arabic,English,1-2 years,yes,Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes,,,no,,,,no,,412;413;420;421;424;482;483;500;501;504,1-2 years,1-2 years,19
df3,Male,1985,Korean,Korean,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Japanese,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,480;481;482;483;484;538;539;540;541;542,more than 5 years,less than 1 year,24
cz9,Male,1982,Arabic,Arabic;English,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,less than 1 year,yes,Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Teacher corrected my mistakes,,,no,,465;466;469;482;483;523;524;527;543;544;569;571;587;588;590;623;631;673,3-5 years,3-5 years,26
ag9,Female,1980,Korean,Korean,Japanese,3-5 years,no,I lived in a country where they spoke Japanese,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud,,,no,,465;466;469;482;483;523;524;527;543;544;581;584,more than 5 years,none,28
gb1,Male,1967,Other,Barbar,,,,,,,,,,,,,410;411;414;417;418;465;481;482;483;484,1-2 years,1-2 years,41
dk6,Female,1988,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Wrote paragrphs/essays,Japanese,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Teacher corrected my mistakes,,,no,,410;414;417;418;421;477;478;479;490;505,more than 5 years,less than 1 year,20
gq8,Female,1990,Korean,Korean;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary,,,no,,,,no,,411;420;424;450;451;476;477;478;495;499,more than 5 years,less than 1 year,19
ek6,Male,1973,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,410;421;450;451;452;477;478;479;490;505;537;540;541,1-2 years,1-2 years,35
bd0,Male,1980,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays;other,,,no,,,,no,,417;460;461;463;464;477;509;518;521;522;535,more than 5 years,1-2 years,28
bq0,Female,1987,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,476;477;478;479;485;538;539;540;541;542,more than 5 years,less than 1 year,21
cm8,Female,1983,Russian,Russian,French,more than 5 years,no,Studied by myself;I learned from my friend who is a native speaker,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,412;413;414;415;477;478;479;481;542;543;544,1-2 years,less than 1 year,25
fo0,Male,1977,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,410;414;417;418;431;475;477;478;479;496;535;536;537;538,less than 1 year,less than 1 year,31
ca0,Female,1982,Thai,Thai;English,Thai,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Thai;Practiced reading aloud;Wrote paragrphs/essays,English,more than 5 years,no,Studied by myself,,,no,,475;476;477;478;479,more than 5 years,1-2 years,26
ay7,Female,1982,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,less than 1 year,no,other,,,no,,460;461;463;464;477;518;519;522;535;536,more than 5 years,more than 5 years,26
db6,Male,1969,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,325;326;333;334;337;366;367;374;375;378;412;413;420;421;424;463;475;476;477;479;528;529;530;531;532,1-2 years,1-2 years,40
am6,Female,1980,Portuguese,Portuguese,English,less than 1 year,yes,Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Practiced reading aloud,,,no,,,,no,,475;476;477;478;479;522;533;534;535;536,less than 1 year,less than 1 year,28
dz1,Male,1981,Arabic,Arabic,Arabic,more than 5 years,no,I lived in a country where they spoke Arabic,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays,,,no,,491;492;493;494;500;533;534;535;536;537,more than 5 years,3-5 years,27
